pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
167.979162,-50.985833,90.0,top,U19, MX25U25643GZ4I00-T ,,8-WSON_DUAL_6x5mm_(8x6mn),MX25U25643GZ4I00-T,smt
167.979162,-125.310833,90.0,top,U19, MX25U25643GZ4I00-T ,,8-WSON_DUAL_6x5mm_(8x6mn),MX25U25643GZ4I00-T,smt
167.979162,-110.445833,90.0,top,U19, MX25U25643GZ4I00-T ,,8-WSON_DUAL_6x5mm_(8x6mn),MX25U25643GZ4I00-T,smt
167.979162,-65.850833,90.0,top,U19, MX25U25643GZ4I00-T ,,8-WSON_DUAL_6x5mm_(8x6mn),MX25U25643GZ4I00-T,smt
167.979162,-95.580833,90.0,top,U19, MX25U25643GZ4I00-T ,,8-WSON_DUAL_6x5mm_(8x6mn),MX25U25643GZ4I00-T,smt
167.979162,-140.174833,90.0,top,U19, MX25U25643GZ4I00-T ,,8-WSON_DUAL_6x5mm_(8x6mn),MX25U25643GZ4I00-T,smt
167.979162,-80.715833,90.0,top,U19, MX25U25643GZ4I00-T ,,8-WSON_DUAL_6x5mm_(8x6mn),MX25U25643GZ4I00-T,smt
122.098,-138.1711,0.0,top,U2,MAX77654MENV+T,,WLCSP-30_2.788x2.338mm_P0.4mm,MAX77654MENV+T,smt
122.098,-123.609,0.0,top,U2,MAX77654MENV+T,,WLCSP-30_2.788x2.338mm_P0.4mm,MAX77654MENV+T,smt
122.098,-94.4848,0.0,top,U2,MAX77654MENV+T,,WLCSP-30_2.788x2.338mm_P0.4mm,MAX77654MENV+T,smt
122.098,-79.9227,0.0,top,U2,MAX77654MENV+T,,WLCSP-30_2.788x2.338mm_P0.4mm,MAX77654MENV+T,smt
122.098,-50.7985,0.0,top,U2,MAX77654MENV+T,,WLCSP-30_2.788x2.338mm_P0.4mm,MAX77654MENV+T,smt
122.098,-109.0469,0.0,top,U2,MAX77654MENV+T,,WLCSP-30_2.788x2.338mm_P0.4mm,MAX77654MENV+T,smt
122.098,-65.3606,0.0,top,U2,MAX77654MENV+T,,WLCSP-30_2.788x2.338mm_P0.4mm,MAX77654MENV+T,smt
105.619,-66.199,-90.0,top,U20,SN74AUP2G08DQER,,X2SON-8,~,smt
105.619,-142.312,-90.0,top,U20,SN74AUP2G08DQER,,X2SON-8,~,smt
105.619,-116.941,-90.0,top,U20,SN74AUP2G08DQER,,X2SON-8,~,smt
105.619,-91.57,-90.0,top,U20,SN74AUP2G08DQER,,X2SON-8,~,smt
102.211669,-90.732,180.0,top,U21,SN74AUP2G08DQER,,X2SON-8,~,smt
102.211669,-141.474,180.0,top,U21,SN74AUP2G08DQER,,X2SON-8,~,smt
102.211669,-116.103,180.0,top,U21,SN74AUP2G08DQER,,X2SON-8,~,smt
102.211669,-65.361,180.0,top,U21,SN74AUP2G08DQER,,X2SON-8,~,smt
103.944,-139.814,-90.0,top,U22,SN74AUP1G14DSFR,,X2SON-6,~,smt
103.944,-114.443,-90.0,top,U22,SN74AUP1G14DSFR,,X2SON-6,~,smt
103.944,-63.701,-90.0,top,U22,SN74AUP1G14DSFR,,X2SON-6,~,smt
103.944,-89.072,-90.0,top,U22,SN74AUP1G14DSFR,,X2SON-6,~,smt
147.785581,-133.781103,0.0,bottom,U23, LTC6255CS6#TRMPBF ,,SOT_23_6,LTC6255IDC#TRMPBF,smt
147.785581,-107.010722,0.0,bottom,U23, LTC6255CS6#TRMPBF ,,SOT_23_6,LTC6255IDC#TRMPBF,smt
147.785581,-80.257722,0.0,bottom,U23, LTC6255CS6#TRMPBF ,,SOT_23_6,LTC6255IDC#TRMPBF,smt
147.785581,-53.504722,0.0,bottom,U23, LTC6255CS6#TRMPBF ,,SOT_23_6,LTC6255IDC#TRMPBF,smt
139.935581,-137.488381,0.0,top,U24, OPA310SIDBVR ,,SOT_23_5_SHDN,OPA310SIDBVR,smt
139.935581,-110.718,0.0,top,U24, OPA310SIDBVR ,,SOT_23_5_SHDN,OPA310SIDBVR,smt
139.935581,-83.965,0.0,top,U24, OPA310SIDBVR ,,SOT_23_5_SHDN,OPA310SIDBVR,smt
139.935581,-57.212,0.0,top,U24, OPA310SIDBVR ,,SOT_23_5_SHDN,OPA310SIDBVR,smt
139.935581,-142.685981,0.0,top,U25, OPA333AIDBVR ,,SOT_23_5_SHDN,OPA333AIDBVR,smt
139.935581,-115.9156,0.0,top,U25, OPA333AIDBVR ,,SOT_23_5_SHDN,OPA333AIDBVR,smt
139.935581,-89.1626,0.0,top,U25, OPA333AIDBVR ,,SOT_23_5_SHDN,OPA333AIDBVR,smt
139.935581,-62.4096,0.0,top,U25, OPA333AIDBVR ,,SOT_23_5_SHDN,OPA333AIDBVR,smt
139.915581,-134.811103,180.0,bottom,U3, ADS8860IDRCT ,,VSON-10_3x3mm_P0.5,ADS8860IDRCT,smt
139.915581,-108.040722,180.0,bottom,U3, ADS8860IDRCT ,,VSON-10_3x3mm_P0.5,ADS8860IDRCT,smt
139.915581,-81.287722,180.0,bottom,U3, ADS8860IDRCT ,,VSON-10_3x3mm_P0.5,ADS8860IDRCT,smt
139.915581,-54.534722,180.0,bottom,U3, ADS8860IDRCT ,,VSON-10_3x3mm_P0.5,ADS8860IDRCT,smt
142.970581,-142.164581,90.0,top,U4,REF35250YBHR ,,DSBGA-4_1.085x0.870mm,REF35250YBHR,smt
142.970581,-115.3942,90.0,top,U4,REF35250YBHR ,,DSBGA-4_1.085x0.870mm,REF35250YBHR,smt
142.970581,-88.6412,90.0,top,U4,REF35250YBHR ,,DSBGA-4_1.085x0.870mm,REF35250YBHR,smt
142.970581,-61.8882,90.0,top,U4,REF35250YBHR ,,DSBGA-4_1.085x0.870mm,REF35250YBHR,smt
142.970581,-136.910342,0.0,top,U5,TPS22916CYFPR,,DSBGA-4_0.74x0.74mm,TPS22916CYFPR,smt
142.970581,-110.139961,0.0,top,U5,TPS22916CYFPR,,DSBGA-4_0.74x0.74mm,TPS22916CYFPR,smt
142.970581,-83.386961,0.0,top,U5,TPS22916CYFPR,,DSBGA-4_0.74x0.74mm,TPS22916CYFPR,smt
142.970581,-56.633961,0.0,top,U5,TPS22916CYFPR,,DSBGA-4_0.74x0.74mm,TPS22916CYFPR,smt
145.901303,-137.978742,90.0,top,U6,TPS7A9401DSCR,,WSON-10-3.15x3.15mm,TPS7A9401DSCR,smt
145.901303,-111.208361,90.0,top,U6,TPS7A9401DSCR,,WSON-10-3.15x3.15mm,TPS7A9401DSCR,smt
145.901303,-84.455361,90.0,top,U6,TPS7A9401DSCR,,WSON-10-3.15x3.15mm,TPS7A9401DSCR,smt
145.901303,-57.702361,90.0,top,U6,TPS7A9401DSCR,,WSON-10-3.15x3.15mm,TPS7A9401DSCR,smt
142.598059,-129.740103,-90.0,bottom,U7,TMUX1104DQAR ,,USON-10_1x2.5mm,TMUX1104DQAR,smt
142.598059,-102.969722,-90.0,bottom,U7,TMUX1104DQAR ,,USON-10_1x2.5mm,TMUX1104DQAR,smt
142.598059,-76.216722,-90.0,bottom,U7,TMUX1104DQAR ,,USON-10_1x2.5mm,TMUX1104DQAR,smt
142.598059,-49.463722,-90.0,bottom,U7,TMUX1104DQAR ,,USON-10_1x2.5mm,TMUX1104DQAR,smt
